State of Residence,County of Residence,Year,Births,Birth Rate,Fertility Rate
North Carolina,"Pitt County, NC",2019,2079,Not Available,Not Available
North Carolina,"Pitt County, NC",,8238,23.12,92.8
North Carolina,"Randolph County, NC",2016,1600,11.16,62.68
North Carolina,"Randolph County, NC",2017,1576,11,62.14
North Carolina,"Randolph County, NC",2018,1520,Not Available,Not Available
North Carolina,"Randolph County, NC",2019,1546,Not Available,Not Available
North Carolina,"Randolph County, NC",,6242,21.77,122.66
North Carolina,"Robeson County, NC",2016,1775,13.32,65.87
North Carolina,"Robeson County, NC",2017,1782,13.44,67.48
North Carolina,"Robeson County, NC",2018,1699,Not Available,Not Available
North Carolina,"Robeson County, NC",2019,1731,Not Available,Not Available
North Carolina,"Robeson County, NC",,6987,26.28,130.95
North Carolina,"Rowan County, NC",2016,1651,11.8,64.81
North Carolina,"Rowan County, NC",2017,1587,11.28,62.15
North Carolina,"Rowan County, NC",2018,1593,Not Available,Not Available
North Carolina,"Rowan County, NC",2019,1548,Not Available,Not Available
North Carolina,"Rowan County, NC",,6379,22.74,125.06
North Carolina,"Union County, NC",2016,2415,10.66,55.27
North Carolina,"Union County, NC",2017,2382,10.3,53.8
North Carolina,"Union County, NC",2018,2456,Not Available,Not Available
North Carolina,"Union County, NC",2019,2278,Not Available,Not Available
North Carolina,"Union County, NC",,9531,20.81,108.35
North Carolina,"Wake County, NC",2016,13018,12.44,56.62
North Carolina,"Wake County, NC",2017,12682,11.83,54.25
North Carolina,"Wake County, NC",2018,12578,Not Available,Not Available
North Carolina,"Wake County, NC",2019,12688,Not Available,Not Available
North Carolina,"Wake County, NC",,50966,24.05,109.91
North Carolina,"Wayne County, NC",2016,1636,13.18,69.76
North Carolina,"Wayne County, NC",2017,1611,12.97,69.39
North Carolina,"Wayne County, NC",2018,1639,Not Available,Not Available
North Carolina,"Wayne County, NC",2019,1619,Not Available,Not Available
North Carolina,"Wayne County, NC",,6505,26.2,139.39
North Carolina,"Unidentified Counties, NC",2016,31354,10.36,60.4
North Carolina,"Unidentified Counties, NC",2017,31498,10.38,60.86
North Carolina,"Unidentified Counties, NC",2018,31164,3,15.3
North Carolina,"Unidentified Counties, NC",2019,31049,2.96,15.1
North Carolina,"Unidentified Counties, NC",,125065,4.64,24.38
North Carolina,,,478583,11.59,58.99
North Dakota,"Cass County, ND",2016,2639,15.06,65.75
North Dakota,"Cass County, ND",2017,2534,14.25,62.3
North Dakota,"Cass County, ND",2018,2453,Not Available,Not Available
North Dakota,"Cass County, ND",2019,2444,Not Available,Not Available
North Dakota,"Cass County, ND",,10070,28.52,124.61
North Dakota,"Unidentified Counties, ND",2016,8744,15.01,81.58
North Dakota,"Unidentified Counties, ND",2017,8203,14.2,77.67
North Dakota,"Unidentified Counties, ND",2018,8183,10.77,55.52
North Dakota,"Unidentified Counties, ND",2019,8010,10.51,54.07
North Dakota,"Unidentified Counties, ND",,33140,12.35,65.19
North Dakota,,,43210,14.23,73.34
Ohio,"Allen County, OH",2016,1257,12.12,68.04
Ohio,"Allen County, OH",2017,1244,12.05,68.03
Ohio,"Allen County, OH",2018,1248,Not Available,Not Available
Ohio,"Allen County, OH",2019,1268,Not Available,Not Available
Ohio,"Allen County, OH",,5017,24.24,136.48
Ohio,"Ashtabula County, OH",2016,1075,10.94,66.48
Ohio,"Ashtabula County, OH",2017,1149,11.75,71.56
Ohio,"Ashtabula County, OH",2018,1108,Not Available,Not Available
Ohio,"Ashtabula County, OH",2019,1085,Not Available,Not Available
Ohio,"Ashtabula County, OH",,4417,22.53,137.06
Ohio,"Butler County, OH",2016,4452,11.79,58.26
Ohio,"Butler County, OH",2017,4466,11.73,58.01
Ohio,"Butler County, OH",2018,4472,Not Available,Not Available
Ohio,"Butler County, OH",2019,4446,Not Available,Not Available
Ohio,"Butler County, OH",,17836,23.53,116.26
Ohio,"Clark County, OH",2016,1532,11.37,63.37
Ohio,"Clark County, OH",2017,1614,11.99,66.17
Ohio,"Clark County, OH",2018,1552,Not Available,Not Available
Ohio,"Clark County, OH",2019,1572,Not Available,Not Available
Ohio,"Clark County, OH",,6270,23.28,129.1
Ohio,"Clermont County, OH",2016,2293,11.29,61.86
Ohio,"Clermont County, OH",2017,2311,11.32,62.24
Ohio,"Clermont County, OH",2018,2310,Not Available,Not Available
Ohio,"Clermont County, OH",2019,2234,Not Available,Not Available
Ohio,"Clermont County, OH",,9148,22.46,123.3
Ohio,"Columbiana County, OH",2016,1070,10.32,64.01
Ohio,"Columbiana County, OH",2017,1025,9.94,62.18
Ohio,"Columbiana County, OH",2018,982,Not Available,Not Available
Ohio,"Columbiana County, OH",2019,1020,Not Available,Not Available
Ohio,"Columbiana County, OH",,4097,19.82,123.4
Ohio,"Cuyahoga County, OH",2016,14758,11.81,61.25
Ohio,"Cuyahoga County, OH",2017,14550,11.65,60.59
Ohio,"Cuyahoga County, OH",2018,13870,Not Available,Not Available
Ohio,"Cuyahoga County, OH",2019,13935,Not Available,Not Available
Ohio,"Cuyahoga County, OH",,57113,22.86,118.72
Ohio,"Delaware County, OH",2016,2079,10.58,55.74
Ohio,"Delaware County, OH",2017,2074,10.35,55.06
Ohio,"Delaware County, OH",2018,2106,Not Available,Not Available
Ohio,"Delaware County, OH",2019,2120,Not Available,Not Available
Ohio,"Delaware County, OH",,8379,21.11,111.77
Ohio,"Fairfield County, OH",2016,1629,10.68,58.21
Ohio,"Fairfield County, OH",2017,1755,11.34,62.01
Ohio,"Fairfield County, OH",2018,1669,Not Available,Not Available
Ohio,"Fairfield County, OH",2019,1733,Not Available,Not Available
Ohio,"Fairfield County, OH",,6786,22.08,120.56
Ohio,"Franklin County, OH",2016,19045,15.06,66.96
Ohio,"Franklin County, OH",2017,18886,14.62,64.78
Ohio,"Franklin County, OH",2018,18338,Not Available,Not Available
Ohio,"Franklin County, OH",2019,18400,Not Available,Not Available
Ohio,"Franklin County, OH",,74669,29.21,129.64
Ohio,"Greene County, OH",2016,1808,10.97,55.23
Ohio,"Greene County, OH",2017,1744,10.46,52.57
Ohio,"Greene County, OH",2018,1720,Not Available,Not Available
Ohio,"Greene County, OH",2019,1739,Not Available,Not Available
Ohio,"Greene County, OH",,7011,21.15,106.37
Ohio,"Hamilton County, OH",2016,10820,13.37,66.53
Ohio,"Hamilton County, OH",2017,10833,13.31,66.06
Ohio,"Hamilton County, OH",2018,10835,Not Available,Not Available
Ohio,"Hamilton County, OH",2019,10676,Not Available,Not Available
Ohio,"Hamilton County, OH",,43164,26.6,132.16
Ohio,"Lake County, OH",2016,2163,9.46,55.31
Ohio,"Lake County, OH",2017,2198,9.55,55.86
Ohio,"Lake County, OH",2018,2212,Not Available,Not Available
Ohio,"Lake County, OH",2019,2181,Not Available,Not Available
Ohio,"Lake County, OH",,8754,19.08,111.58
Ohio,"Licking County, OH",2016,2075,12.05,65.11
Ohio,"Licking County, OH",2017,1866,10.76,58.38
Ohio,"Licking County, OH",2018,1991,Not Available,Not Available
Ohio,"Licking County, OH",2019,1989,Not Available,Not Available
Ohio,"Licking County, OH",,7921,22.92,124.09
Ohio,"Lorain County, OH",2016,3295,10.76,60.5
Ohio,"Lorain County, OH",2017,3183,10.34,58.39
Ohio,"Lorain County, OH",2018,3199,Not Available,Not Available
Ohio,"Lorain County, OH",2019,3256,Not Available,Not Available
Ohio,"Lorain County, OH",,12933,21.05,118.67
Ohio,"Lucas County, OH",2016,5627,13.01,66.79
Ohio,"Lucas County, OH",2017,5445,12.64,65.01
Ohio,"Lucas County, OH",2018,5418,Not Available,Not Available
Ohio,"Lucas County, OH",2019,5229,Not Available,Not Available
Ohio,"Lucas County, OH",,21719,25.16,129.27
Ohio,"Mahoning County, OH",2016,2506,10.9,63.71
Ohio,"Mahoning County, OH",2017,2458,10.7,62.52
Ohio,"Mahoning County, OH",2018,2344,Not Available,Not Available
Ohio,"Mahoning County, OH",2019,2434,Not Available,Not Available
Ohio,"Mahoning County, OH",,9742,21.19,123.86
Ohio,"Medina County, OH",2016,1816,10.25,58.7
Ohio,"Medina County, OH",2017,1720,9.64,55.42
Ohio,"Medina County, OH",2018,1675,Not Available,Not Available
Ohio,"Medina County, OH",2019,1688,Not Available,Not Available
Ohio,"Medina County, OH",,6899,19.4,111.32
Ohio,"Miami County, OH",2016,1227,11.72,67.39
Ohio,"Miami County, OH",2017,1154,10.98,63.11
Ohio,"Miami County, OH",2018,1180,Not Available,Not Available
Ohio,"Miami County, OH",2019,1238,Not Available,Not Available
Ohio,"Miami County, OH",,4799,22.87,131.5
Ohio,"Montgomery County, OH",2016,6631,12.48,65.46
Ohio,"Montgomery County, OH",2017,6730,12.66,66.47
Ohio,"Montgomery County, OH",2018,6480,Not Available,Not Available
Ohio,"Montgomery County, OH",2019,6395,Not Available,Not Available
Ohio,"Montgomery County, OH",,26236,24.69,129.53
Ohio,"Portage County, OH",2016,1441,8.9,41.93
Ohio,"Portage County, OH",2017,1351,8.33,39.2
Ohio,"Portage County, OH",2018,1392,Not Available,Not Available
Ohio,"Portage County, OH",2019,1355,Not Available,Not Available
Ohio,"Portage County, OH",,5539,17.09,80.47
Ohio,"Richland County, OH",2016,1328,10.97,67.12
Ohio,"Richland County, OH",2017,1317,10.92,66.74
Ohio,"Richland County, OH",2018,1353,Not Available,Not Available
Ohio,"Richland County, OH",2019,1423,Not Available,Not Available
Ohio,"Richland County, OH",,5421,22.43,137.18
Ohio,"Stark County, OH",2016,4236,11.34,63.2
Ohio,"Stark County, OH",2017,4025,10.8,60.58
Ohio,"Stark County, OH",2018,4075,Not Available,Not Available
Ohio,"Stark County, OH",2019,4108,Not Available,Not Available
Ohio,"Stark County, OH",,16444,22.04,123.2
Ohio,"Summit County, OH",2016,5996,11.1,59.67
Ohio,"Summit County, OH",2017,5904,10.91,58.61
Ohio,"Summit County, OH",2018,5934,Not Available,Not Available
Ohio,"Summit County, OH",2019,5838,Not Available,Not Available
Ohio,"Summit County, OH",,23672,21.89,117.65
Ohio,"Trumbull County, OH",2016,2101,10.41,62.01
Ohio,"Trumbull County, OH",2017,2107,10.52,62.97
Ohio,"Trumbull County, OH",2018,2069,Not Available,Not Available
Ohio,"Trumbull County, OH",2019,2150,Not Available,Not Available
Ohio,"Trumbull County, OH",,8427,20.95,125.14
Ohio,"Warren County, OH",2016,2400,10.57,58.61
Ohio,"Warren County, OH",2017,2262,9.88,54.93
Ohio,"Warren County, OH",2018,2306,Not Available,Not Available
Ohio,"Warren County, OH",2019,2401,Not Available,Not Available
Ohio,"Warren County, OH",,9369,20.55,114.08
Ohio,"Wayne County, OH",2016,1487,12.77,70.35
Ohio,"Wayne County, OH",2017,1502,12.94,72.03
Ohio,"Wayne County, OH",2018,1447,Not Available,Not Available
Ohio,"Wayne County, OH",2019,1442,Not Available,Not Available
Ohio,"Wayne County, OH",,5878,25.28,140
Ohio,"Wood County, OH",2016,1365,10.48,47.66
Ohio,"Wood County, OH",2017,1401,10.74,48.63
Ohio,"Wood County, OH",2018,1267,Not Available,Not Available
Ohio,"Wood County, OH",2019,1281,Not Available,Not Available
Ohio,"Wood County, OH",,5314,20.38,92.5
Ohio,"Unidentified Counties, OH",2016,30573,11.32,64.15
Ohio,"Unidentified Counties, OH",2017,30558,11.32,64.47
Ohio,"Unidentified Counties, OH",2018,30582,2.62,13.83
Ohio,"Unidentified Counties, OH",2019,29825,2.55,13.48
Ohio,"Unidentified Counties, OH",,121538,4.22,22.62
Ohio,,,544512,11.67,61.71
Oklahoma,"Canadian County, OK",2016,1781,13.04,64.49
Oklahoma,"Canadian County, OK",2017,1763,12.6,62.16
Oklahoma,"Canadian County, OK",2018,1864,Not Available,Not Available
Oklahoma,"Canadian County, OK",2019,1754,Not Available,Not Available
Oklahoma,"Canadian County, OK",,7162,25.91,127.94
Oklahoma,"Cleveland County, OK",2016,3016,10.82,48.31
Oklahoma,"Cleveland County, OK",2017,2781,9.94,44.28
Oklahoma,"Cleveland County, OK",2018,2833,Not Available,Not Available
Oklahoma,"Cleveland County, OK",2019,2811,Not Available,Not Available
Oklahoma,"Cleveland County, OK",,11441,20.49,91.35
Oklahoma,"Comanche County, OK",2016,1757,14.39,70.85
Oklahoma,"Comanche County, OK",2017,1735,14.28,70.76
Oklahoma,"Comanche County, OK",2018,1681,Not Available,Not Available
Oklahoma,"Comanche County, OK",2019,1725,Not Available,Not Available
Oklahoma,"Comanche County, OK",,6898,28.31,139.87
Oklahoma,"Oklahoma County, OK",2016,12197,15.58,74.85
Oklahoma,"Oklahoma County, OK",2017,11554,14.66,70.78
Oklahoma,"Oklahoma County, OK",2018,11255,Not Available,Not Available
Oklahoma,"Oklahoma County, OK",2019,11320,Not Available,Not Available
Oklahoma,"Oklahoma County, OK",,46326,29.49,142.03
Oklahoma,"Tulsa County, OK",2016,9639,14.99,73.31
Oklahoma,"Tulsa County, OK",2017,9120,14.11,69.32
Oklahoma,"Tulsa County, OK",2018,8933,Not Available,Not Available
Oklahoma,"Tulsa County, OK",2019,8866,Not Available,Not Available
Oklahoma,"Tulsa County, OK",,36558,28.36,138.98
Oklahoma,"Unidentified Counties, OK",2016,24202,12.35,67.38
Oklahoma,"Unidentified Counties, OK",2017,23261,11.89,64.93
Oklahoma,"Unidentified Counties, OK",2018,23234,5.89,30.15
Oklahoma,"Unidentified Counties, OK",2019,22667,5.73,29.25
Oklahoma,"Unidentified Counties, OK",,93364,7.9,41.26
Oklahoma,,,201749,12.81,65.44
Oregon,"Clackamas County, OR",2016,4199,10.29,56.33
Oregon,"Clackamas County, OR",2017,3999,9.69,53.02
Oregon,"Clackamas County, OR",2018,3886,Not Available,Not Available
Oregon,"Clackamas County, OR",2019,3798,Not Available,Not Available
Oregon,"Clackamas County, OR",,15882,19.35,105.9
Oregon,"Deschutes County, OR",2016,1806,9.96,55.94
Oregon,"Deschutes County, OR",2017,1808,9.67,53.88
Oregon,"Deschutes County, OR",2018,1827,Not Available,Not Available
Oregon,"Deschutes County, OR",2019,1828,Not Available,Not Available
Oregon,"Deschutes County, OR",,7269,19.74,110.41
Oregon,"Douglas County, OR",2016,1087,10.02,64.53
Oregon,"Douglas County, OR",2017,1068,9.76,62.92
Oregon,"Douglas County, OR",2018,1054,Not Available,Not Available
Oregon,"Douglas County, OR",2019,1038,Not Available,Not Available
Oregon,"Douglas County, OR",,4247,19.49,125.58
Oregon,"Jackson County, OR",2016,2294,10.59,60.21
Oregon,"Jackson County, OR",2017,2252,10.36,58.69
Oregon,"Jackson County, OR",2018,2199,Not Available,Not Available
Oregon,"Jackson County, OR",2019,2138,Not Available,Not Available
Oregon,"Jackson County, OR",,8883,20.47,116.16
Oregon,"Lane County, OR",2016,3554,9.62,48.01
Oregon,"Lane County, OR",2017,3459,9.23,45.69
Oregon,"Lane County, OR",2018,3327,Not Available,Not Available
Oregon,"Lane County, OR",2019,3268,Not Available,Not Available
Oregon,"Lane County, OR",,13608,18.28,90.89
Oregon,"Linn County, OR",2016,1521,12.38,67.39
Oregon,"Linn County, OR",2017,1456,11.64,63.54
Oregon,"Linn County, OR",2018,1518,Not Available,Not Available
Oregon,"Linn County, OR",2019,1453,Not Available,Not Available
Oregon,"Linn County, OR",,5948,23.99,130.77
Oregon,"Marion County, OR",2016,4539,13.5,69.67
Oregon,"Marion County, OR",2017,4467,13.09,67.4
Oregon,"Marion County, OR",2018,4183,Not Available,Not Available
Oregon,"Marion County, OR",2019,4114,Not Available,Not Available
Oregon,"Marion County, OR",,17303,25.54,131.66
Oregon,"Multnomah County, OR",2016,9081,11.35,49.53
Oregon,"Multnomah County, OR",2017,8573,10.62,46.1
Oregon,"Multnomah County, OR",2018,8211,Not Available,Not Available
Oregon,"Multnomah County, OR",2019,8083,Not Available,Not Available
Oregon,"Multnomah County, OR",,33948,21.12,91.92
Oregon,"Washington County, OR",2016,6983,11.98,56.98
Oregon,"Washington County, OR",2017,6570,11.16,53.02
Oregon,"Washington County, OR",2018,6425,Not Available,Not Available
Oregon,"Washington County, OR",2019,6345,Not Available,Not Available
Oregon,"Washington County, OR",,26323,22.46,106.81
Oregon,"Unidentified Counties, OR",2016,10471,10.82,61.96
Oregon,"Unidentified Counties, OR",2017,9979,10.2,58.25
Oregon,"Unidentified Counties, OR",2018,9558,2.28,11.64
Oregon,"Unidentified Counties, OR",2019,9793,2.32,11.83
Oregon,"Unidentified Counties, OR",,39801,3.84,20.01
Oregon,,,173212,10.41,53.17
Pennsylvania,"Adams County, PA",2016,922,9.02,52.46
Pennsylvania,"Adams County, PA",2017,972,9.5,55.65
Pennsylvania,"Adams County, PA",2018,916,Not Available,Not Available
Pennsylvania,"Adams County, PA",2019,892,Not Available,Not Available
Pennsylvania,"Adams County, PA",,3702,18.1,105.65
Pennsylvania,"Allegheny County, PA",2016,13164,10.74,55.67
Pennsylvania,"Allegheny County, PA",2017,12882,10.53,54.4
Pennsylvania,"Allegheny County, PA",2018,12822,Not Available,Not Available
Pennsylvania,"Allegheny County, PA",2019,12819,Not Available,Not Available
Pennsylvania,"Allegheny County, PA",,51687,21.11,109.22
Pennsylvania,"Beaver County, PA",2016,1676,10.01,60.38
Pennsylvania,"Beaver County, PA",2017,1561,9.4,56.81
Pennsylvania,"Beaver County, PA",2018,1575,Not Available,Not Available
Pennsylvania,"Beaver County, PA",2019,1542,Not Available,Not Available
Pennsylvania,"Beaver County, PA",,6354,19.05,115.04
Pennsylvania,"Berks County, PA",2016,4786,11.54,61.71
Pennsylvania,"Berks County, PA",2017,4719,11.29,60.7
Pennsylvania,"Berks County, PA",2018,4602,Not Available,Not Available
Pennsylvania,"Berks County, PA",2019,4707,Not Available,Not Available
Pennsylvania,"Berks County, PA",,18814,22.59,121.15
Pennsylvania,"Blair County, PA",2016,1270,10.19,59.49
Pennsylvania,"Blair County, PA",2017,1205,9.76,56.88
Pennsylvania,"Blair County, PA",2018,1206,Not Available,Not Available
Pennsylvania,"Blair County, PA",2019,1197,Not Available,Not Available
Pennsylvania,"Blair County, PA",,4878,19.66,114.68
Pennsylvania,"Bucks County, PA",2016,5958,9.51,55.41
Pennsylvania,"Bucks County, PA",2017,5775,9.19,53.57
Pennsylvania,"Bucks County, PA",2018,5714,Not Available,Not Available
